@relation weka_SO_comments_model

@attribute text string
@attribute @@class@@ {good,bad}

@data
'did you have some states on the notifications, for example readed and unreaded?.it makes a lot of more sense if you instead of return a json response from the serversee php.netmanualenfunction.json-encode.php with all the unread notifications for that specific user.',good
'actually thats the only while loop i see that has the incorrect trailing semicolon, most the others are do-while loops',good
'oops, good point, but hey just an example. we still don\'t know how op wants to mutate each group.',good
'post your code.',good
'post a minimal, complete, and verifiable example in your question please.',good
'i threw you code in a plunk and it seems to work with no console errors. plnkr.coeditpbnblrrtxeerjli?ppreview',good
'possible duplicate of order of constructor call in virtual inheritance',good
'declare the function before using it.',good
'sometimes you inherit bad tablecolumn names from those who have gone before. it\'s just something you have to deal with. you can put double quotes around a column name to allow mixed case names. it may make the query seem a bit cleaner as it doesn\'t look exactly like a keyword.',good
'everything my answer included is a sledgehammer approach. if dependencies aren\'t tracked properly, you basically have no option but to do a full rebuild.',good
'hav you counted how often your loop in is being traversed altogether with aa and with aa by any thread? once you have, come back and modify your question. hint your threads don\'t share any work',good
'is used to reset terminal attributes like display color. is executed before the prompt is displayed, and the command is presumably used to undo changes made earlier in the prompt but not shown.',good
'nope it looks for one of them it is a character class after all.',good
'not sure whether relying on the order of the properties in object is good idea.',good
'undefined behavior. you can\'t predict what might happen with any degree of certainty without knowing the exact context in which your program is running.',good
'welcome to stack overflow! it sounds like you may need to learn how to use a debugger to step through your code. with a good debugger, you can execute your program line by line and see where it is deviating from what you expect. this is an essential tool if you are going to do any programming. further reading how to debug small programs.',good
'remove the semicolon on your while loop line it should just be edit actually i see this on multiple while loops, there shouldn\'t be semicolons on any of those. you don\'t see any output because none of your if statements will evaluate to true at the end if your while loop doesn\'t run for enough iterations to make any of the conditions true. that semicolon is just ending the while part of your main loop so it will run no more than once.',good
